,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[589.4681  936.11346],[580.0769 936.1818],[586.7656 932.4844],[585.8945 940.6605],[571.9708  928.11676],,[569.88464 933.68463],[563.44543 943.05676],[557.06665 959.0333 ],[553.53235 950.5899 ],[548.06555 956.88525],[541.0323 966.4931],[531.7052 966.2761],[541.7893 966.1071],[545.73206 951.4314 ],[545.4431  961.37726],[541.3697 960.8485],[555.7636  963.42426],[565.08 970.4 ],[563.76337 975.8855 ],[563.07605 973.30994],[563.7584 978.4663],[577.9378  962.69946],[579.6142  958.40607],[572.6633  959.21606],[572.22  957.365],[578.63635 939.4069 ],[578.34827 961.01495],[587.0728  956.80585],[584.7561  965.86993],[592.2593 961.0278],[601.46906 954.36597],[592.35455 964.61816],[596.7395  966.46216],[593.7121 967.5   ],[591.656 964.504],[586.2778  972.55554],[593.1233 971.6507],[614.5702 978.1491],[604.6891 967.5546],[619.18555 974.29895],[615.6087  978.01086],,,[614.1065 993.0787],[630.7632 993.0526],[ 630.9507 1002.4718],[ 632.4056 1004.8881],[634.29034 998.25   ],[617.0455  994.15454],[ 618.83484 1006.84406],[ 624.7818 1007.6818],[ 619.776 1008.416],[ 640.0732  1007.46344],,[ 627.8425  1010.53546],[ 623.41815 1019.2636 ],[ 620.46765 1024.5074 ],[ 617.9487 1028.1453],[ 628.8461 1020.7265],[ 623.05457 1018.66364],[ 624.74335 1013.7876 ]
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[607.007  769.5245],[593.6043 773.518 ],[597.4248  762.77875],[591.80865 757.3148 ],[577.     756.7586],[576.5197 759.7087],[567.6027  754.49316],[567.86957 762.37683],[565.3781  765.41296],[558.81635 769.2041 ],,,,[546.1539  778.53845],[547.9231  772.96155],[543.9559  772.14703],[539.9056  776.58887],[556.55853 777.5135 ],[545.44446 788.44446],[550.48254 789.24475],[557.9797 789.0203],[564.5942  788.99274],[556.1796  791.95807],[550.4202  788.69147],[547.72186 790.0464 ],[547.46106 791.3896 ],[553.2071  791.69824],[561.30255 793.94116],[566.2876 791.4575],[559.7742 789.6645],[567.5796 790.0637],[556.2278  787.66113],[548.8962 784.5847],[552.01764 779.94116],[549.8333 776.6458],[557.80664 780.64   ],,[548.65674 780.56714],[562.57715 787.82855],[560.85516 779.9517 ],[555.5102  770.87756],[552.3301  759.74756],[547.6539 758.7211],,[545.6824  757.73724],[553.8031 753.0518],[553.42163 756.57837],[555.4806  769.33215],[544.3672 768.5156],[548.5772 766.6508],[545.31195 751.4495 ],,[546.4382 752.7371],[551.3373 752.5148],[550.8939  765.93225],[550.27374 767.82355],[545.77527 767.05054],[521.801  767.0969],[521.492  765.2727],[524.4706 765.9946],[520.6462 764.8821],[506.74075 774.5972 ]
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[644.5875  751.48126],[637.304 753.904],[642.6148 752.7185],,,,[626.2552  751.87585],[627.6639 760.4286],[631.82654 772.0922 ],[637.7355 772.1871],,,,,,,,,,,,,,,,,,[623.5714 765.7   ],[631.6882 761.3333],[626.24036 761.375  ],[631.73334 757.7267 ],[636.5733  761.69336],[629.73206 759.634  ],[634.65643 761.93866],[632.6879 764.5287],[632.4861 764.6458],[628.3585  767.03143],[632.76 763.4 ],[626.5944 761.1049],[638.406  774.2406],,[628.13666 761.3789 ],[615.5989  758.26373],[628.475   748.11664],[617.8406  739.10144],[621.5316  752.07434],[625.6484 750.9341],[621.9108 739.6761],[622.0644  723.57574],[599.90356 723.4518 ],[617.7632 722.6579],[624.2478 722.7   ],[632.6286 716.6381],[643.0866  714.92126],[646.918  715.7213],[649.5    717.6953],[648.26514 718.8561 ],[649.4015 720.5303],[651.5357 718.3786],[656.0839  720.94403],[653.90717 718.15   ],[647.8452 722.6964]
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 707.6027 1062.7261],[ 698.7  1061.95],[ 698.9597 1061.557 ],,[ 699.01624 1081.5352 ],[ 697.04346 1067.5072 ],[ 694.259 1061.482],[ 691.32355 1066.5809 ],[ 694.4507 1061.3591],[ 686.5226 1059.3354],[ 699.4086 1056.6478],[ 690.8942 1058.0769],,[ 698.9071 1060.9453],[ 698.5165 1052.5769],[ 697.2798 1065.2694],[ 691.36456 1062.974  ],[ 705.4483 1064.532 ],[ 698.8284 1064.9755],[ 700.48456 1065.2732 ],[ 698.5789 1062.5947],[ 704.795 1060.34 ],[ 696.2965 1063.4423],[ 696.47595 1061.3315 ],[ 693.3463 1058.5366],[ 690.6094 1060.8672],[ 687.112 1066.064],[ 686.6992 1065.639 ],[ 681.5241 1070.4518],[ 685.18384 1064.6691 ],[ 684.8095 1066.137 ],[ 669.852  1055.4753],[ 661.39526 1053.2953 ],[ 663.15   1056.1692],[ 662.7475 1054.0099],[ 665.55554 1049.7104 ],[ 659.55383 1054.2    ],[ 665.80475 1055.1666 ],[ 662.243  1054.8629],[ 646.306  1058.1858],[ 661.22485 1056.1101 ],[ 673.9573 1047.8291],[ 674.86505 1062.5079 ],[ 682.7607 1042.9744],[ 670.5439 1036.5702],[ 667.4123 1047.035 ],[ 666.6759 1048.7037],[ 655.81604 1038.7736 ],[ 647.71906 1045.1428 ],[ 647.8313 1053.5302],[ 657.08154 1058.9742 ],[ 655.7923 1037.517 ],[ 650.1458 1039.099 ],[ 652.4683 1039.1512],[ 659.3714 1036.7953],[ 659.27734 1011.708  ],[ 650.77625 1001.9371 ],[ 649.81744 1004.10315],[ 641.7273 1006.686 ],[ 645.1161 1008.9643],[ 641.4783  1007.36523],[ 643.3813 1003.5971]
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 718.94543 1065.5364 ],[ 711.80145 1066.3971 ],[ 712.19116 1065.8015 ],,[ 711.76434 1067.1146 ],[ 714.34045 1073.1844 ],[ 712.6371 1066.6936],[ 713.6667 1071.7028],,,[ 726.1646 1060.5244],[ 721.6076 1069.2595],[ 716.2202 1069.7858],[ 727.4716 1069.7102],[ 726.58826 1061.8717 ],[ 724.09045 1075.516  ],[ 718.8901 1071.7854],[ 731.73914 1075.9961 ],[ 717.5294 1082.9265],[ 721.57324 1083.8726 ],[ 720.4645 1083.0656],[ 711.6726 1074.0834],[ 702.4593 1076.593 ],[ 702.53143 1075.2971 ],[ 699.75775 1073.2062 ],[ 698.5402 1070.9943],[ 700.7194 1063.633 ],[ 699.7761 1064.1493],[ 693.0661 1063.9752],[ 702.72986 1061.0747 ],[ 712.5799 1055.426 ],[ 716.397  1056.1156],,,,[ 714.3333 1058.7407],[ 707.5062 1067.4187],[ 715.57574 1063.206  ],[ 708.6134 1063.3351],[ 707.9259 1079.8014],[ 714.65   1060.6666],[ 705.5597 1053.5474],[ 708.36   1069.2933],[ 722.59174 1070.1514 ],[ 712.225  1062.5292],[ 722.56366 1069.6182 ],[ 722.632 1074.384],[ 726.1177 1076.4248],,[ 712.8543 1075.2384],[ 710.96796 1076.0769 ],[ 715.6606 1077.3334],[ 709.6429 1076.113 ],[ 714.03827 1078.929  ],[ 716.5977 1077.1724],[ 717.8306 1078.0219],[ 731.85626 1069.0437 ],[ 747.80225 1066.0565 ],[ 748.37854 1067.3616 ],[ 749.5143 1069.12  ],[ 761.9454 1063.9706],[ 763.32587 1061.2142 ]
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 774.12823 1109.1282 ],,,[ 774.7547 1120.1572],,[ 763.5238 1105.8413],[ 758.4691 1101.4445],,,,,,[ 758.0324 1100.8889],,,[ 755.5562 1095.3491],[ 751.0244 1091.0488],,,,,[ 744.31885 1076.8357 ],[ 740.8119 1081.8762],[ 741.10046 1077.0574 ],[ 736.1973 1077.4574],[ 738.70306 1073.9344 ],[ 728.9006 1079.6199],[ 731.07855 1077.1204 ],[ 738.5153 1073.9541],[ 733.99475 1072.3351 ],[ 717.4878 1065.3414],[ 722.8788 1065.503 ],[ 712.93866 1065.2332 ],[ 713.1127 1066.4718],[ 713.2119 1060.4404],[ 715.95746 1048.2595 ],[ 709.2143 1056.9454],[ 715.6517 1052.4531],[ 712.4639 1049.6598],[ 696.4427 1062.0469],[ 695.08527 1057.3334 ],[ 692.5705 1060.2628],[ 703.48694 1059.5131 ],[ 701.453  1055.2136],[ 688.4815 1048.4907],[ 694.2479 1056.4215],[ 693.069  1057.6759],[ 696.6987 1057.4872],[ 699.6261 1059.1913],[ 694.78705 1059.1111 ],[ 693.08105 1060.1621 ],[ 693.1807 1053.0784],[ 688.1716 1051.645 ],[ 688.5719 1055.8772],[ 699.40985 1059.9508 ],[ 701.84375 1059.6797 ],[ 700.86664 1059.9584 ],[ 699.944 1061.6  ],[ 700.63934 1060.9672 ],[ 704.7478 1063.0869],[ 699.4828 1061.3362],[ 701.7054 1056.9375]
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[925.2308 764.5315],[915.4954 762.8991],[921.71545 759.8374 ],,[924.6774 760.5226],[926.1656 769.7682],[920.2971  764.98553],[923.40985 766.9235 ],,[919.0297  769.53467],[919.9542 775.4379],[930.5932 764.7175],,[925.9463 759.0067],[926.3576 752.2909],[927.9464 761.2619],[927.0915  757.12195],[940.6209 758.7582],[935.4266 759.3007],[942.96814 756.4223 ],[953.5897 765.0171],[956.835  767.0103],[951.21857 767.44806],[952.73566 762.8046 ],[960.96875 771.2411 ],[942.3417  760.73334],[940.1884 755.8623],[942.52704 758.08105],[950.2168  756.22125],[948.79285 754.34283],[945.5806  755.10754],[945.54144 745.4088 ],[934.28485 743.6727 ],[934.39764 746.27484],,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 790.0526 1098.218 ],[ 779.0513 1094.4786],[ 786.259  1089.1726],,[ 776.3669 1090.361 ],[ 774.81903 1095.1177 ],[ 773.1698 1095.7987],[ 771.04254 1102.4114 ],,[ 766.9813 1111.7726],[ 772.1349 1087.9868],[ 765.1017 1097.2885],[ 753.4028 1089.3541],[ 761.51746 1087.5804 ],[ 759.7238 1081.5143],[ 747.23376 1086.     ],,,[ 731.7026 1078.7281],[ 737.     1078.5707],[ 738.1699 1075.2087],[ 725.4895 1083.7947],[ 717.3851 1088.1781],[ 718.9844 1085.7135],[ 718.067  1084.0559],[ 719.74286 1081.2229 ],[ 705.6173 1073.8395],[ 705.131 1073.137],[ 711.46497 1066.0924 ],[ 707.63226 1071.0968 ],[ 696.4048 1061.7699],[ 704.2248 1064.7596],,,,[ 708.922  1072.0638],[ 704.17334 1078.08   ],[ 710.7524 1075.2285],[ 705.0642 1075.679 ],[ 692.39716 1087.8085 ],[ 686.787  1071.9113],[ 684.2044 1076.0332],[ 681.9943 1090.0905],[ 690.23773 1088.4098 ],[ 679.7763 1094.704 ],[ 686.642  1092.7386],[ 687.78357 1092.3582 ],[ 689.07465 1092.7313 ],[ 693.53784 1090.5294 ],[ 688.9586 1087.0068],[ 686.5824 1103.6923],[ 693.8276 1092.8069],[ 687.75   1093.2357],[ 691.3561 1094.7122],[ 689.95135 1106.8894 ],[ 688.804  1125.9146],[ 672.6084 1130.7972],[ 672.3189 1120.2594],[ 674.4398 1104.7225],[ 676.8594 1107.1927],[ 669.2216 1120.6919],[ 672.7892 1115.7622]
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[607.99506 946.734  ],[597.97546 944.9559 ],[604.06665 944.81903],,[599.08826 946.53925],[598.5952  951.91907],[596.7488 947.9902],,[596.0792  940.65344],[601.47595 950.2164 ],[609.70294 928.43567],[605.04236 935.7355 ],[597.1347  931.03625],[606.1623  927.77484],[605.39154 918.4233 ],[593.79266 918.45123],[592.8525  916.88116],[603.9282  916.39233],,,[608.30725 926.3434 ],[612.79266 927.2622 ],[608.35254 930.3333 ],[612.6108  927.04193],[598.73193 911.82477],[596.85187 909.4074 ],[603.2963 917.4074],[598.8661  919.55804],[602.12396 925.12396],[609.1171  916.15314],[617.26416 913.4717 ],[619.80554 917.05554],[606.13477 912.1957 ],[608.7458 913.0127],[601.5042  909.36975],[601.582   904.78687],[595.78625 912.397  ],[591.32  911.264],[595.9938 922.0186],[589.1418  936.82837],[592.7805  931.14636],[596.1494  919.87354],[588.73553 920.5785 ],[597.5     926.02014],[584.79114 917.68677],[578.0909  924.13873],[577.5761 927.375 ],[592.4375  924.27344],[597.17145 922.47144],[608.24304 919.7778 ],,[610.5833 921.7917],[604.01587 922.0397 ],[602.6433 904.4331],[620.8806 907.6418],[608.5105  905.28424],[606.4026 906.513 ],[608.36    904.94855],[608.78033 903.01154],[613.4551  905.67664],[622.2284 904.4877],[626.4607 900.1685]
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[478.23215 883.4107 ],[482.1128 878.985 ],,[487.24298 876.57007],[491.5     881.75836],[492.9208  879.34656],[489.3011 887.7527],,,[478.84396 882.67377],[472.28125 890.41406],[462.93707 892.23773],,[448.61438 895.549  ],,[463.26114 895.5223 ],[474.7216  898.01135],[468.775 901.85 ],[467.70395 902.1513 ],[471.2414 914.569 ],[472.19708 913.0949 ],[462.073 902.365],[460.51852 898.8889 ],[455.93835 899.03424],[452.34647 899.0866 ],[459.37415 900.19727],[458.0403 903.25  ],[462.28964 895.5379 ],[444.16794 901.4351 ],[449.7143 897.0301],[446.15216 892.8551 ],[445.817  900.0458],[450.7097 900.8645],[448.24   900.8114],[444.89334 897.34   ],[437.03186 903.4841 ],[444.97278 898.9048 ],[440.64706 895.56616],[437.35294 896.83527],[444.91095 890.0685 ],[440.2384  892.41724],[440.3481 905.6899],[461.00632 904.6709 ],[448.49057 902.4528 ],[457.55173 886.5034 ],[458.2405 890.5253],[457.391  894.2406],[456.60303 893.4824 ],[453.9363  892.59875],[449.09714 893.65717],[453.02316 895.2824 ],[447.9358 896.6468],[451.4304 896.173 ],[449.98438 896.0781 ],[452.17322 896.68506],[450.03278 895.3279 ],[449.4261 897.1826],[449.675 895.85 ],[451.90768 900.3077 ],[446.616 899.808],[449.3145 893.8226]
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 506.16025 1401.2244 ],[ 511.66666 1403.5    ],,[ 512.2105 1389.136 ],[ 532.6377 1388.826 ],[ 530.27856 1387.9785 ],,,[ 540.52673 1383.3416 ],[ 539.4114 1402.7092],,,,[ 545.37256 1405.4902 ],,,,,,,,,[ 543.6081 1402.9459],[ 540.6707 1403.8536],[ 539.1528 1404.375 ],[ 546.71155 1405.1731 ],,[ 544.34326 1404.5074 ],,[ 544.55206 1403.1146 ],,[ 550.8374 1404.6992],,,,[ 543.3865 1393.8098],[ 550.01276 1390.6433 ],[ 544.675  1390.8125],[ 529.48737 1395.6646 ],[ 532.9389 1378.6908],[ 535.22876 1379.3334 ],[ 549.1177 1382.5339],[ 543.9872 1373.5128],[ 530.1523 1377.7614],[ 536.6139 1383.2079],[ 540.53046 1388.3218 ],[ 544.7037 1387.8611],[ 551.5369 1387.8523],[ 545.26666 1386.4    ],[ 539.3759 1387.624 ],,[ 534.6453 1386.812 ],[ 542.18097 1389.6561 ],[ 540.22766 1388.3401 ],[ 547.55414 1378.5995 ],[ 547.9427 1375.7291],[ 545.2547 1391.3302],[ 545.03735 1393.4767 ],[ 536.56165 1390.5753 ],[ 543.7679 1396.9017],[ 545.3396 1391.2548]
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[507.78183   14.890909],[509.88385   13.277778],,[501.59607   11.512315],[508.70587  12.90196],[501.29474  13.     ],,,,[502.5762    10.561905],[502.20224   22.174158],[487.62195   20.060976],[494.86667    8.980952],[498.9386   4.    ],[492.78165     9.4104805],[488.19458   7.47027],,[496.22223    9.846154],[494.0065      6.3246756],[492.26956    8.704348],[498.25806    8.612904],[491.10236   11.960629],[494.12308   10.523077],[487.872   6.2  ],[484.62122    9.840909],,,,[493.02722    4.639456],[499.5463      4.4722223],[508.56625     2.3614457],[499.43637    3.709091],[501.26437    5.488506],[497.02197     6.0989013],[498.5814     3.875969],[495.66464    5.957317],[500.02222     4.8074074],[496.46796     4.4423075],,[503.43478    2.326087],[497.3885     3.856115],,,,[502.32   3.74],[501.92728     3.3909092],[501.97183     3.9929578],[503.96582     3.7521367],[501.25226     4.2252254],,,,,,,,[501.9         7.6384616],,[512.6884   19.81884],[500.52        6.2466664],[500.90475    5.952381]
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 515.34326 1295.5671 ],[ 523.6491 1293.1345],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 520.74194 1271.0914 ],[ 526.34344 1267.7677 ],[ 519.87427 1269.3293 ],[ 518.16016 1260.79   ],[ 523.56757 1273.0162 ],[ 519.74866 1269.0547 ],[ 509.12726 1272.0818 ],[ 506.91428 1272.8286 ],[ 509.83762 1274.735  ],,[ 503.1151 1267.6475],[ 495.97174 1265.5901 ],[ 506.20148 1263.0476 ],[ 514.     1243.9849],[ 506.2263 1244.343 ],[ 504.78513 1253.0662 ],[ 517.8362 1253.5344],[ 512.604  1256.0604],[ 512.3885 1257.5468],[ 512.50385 1256.0153 ],[ 518.1429 1258.8643],[ 513.2932 1262.8422],[ 518.53424 1267.2739 ],[ 515.83093 1264.4492 ],[ 512.86664 1263.119  ],[ 519.83856 1265.574  ],[ 513.6055 1256.211 ],[ 519.82855 1252.8667 ],[ 514.8193 1250.4277],[ 523.7184 1236.3907],[ 528.9508 1236.7131],[ 521.44165 1235.55   ],[ 525.2143 1238.5298],[ 518.78064 1249.6968 ],[ 511.21774 1235.8549 ],[ 505.83212 1244.4525 ],[ 514.37396 1240.7155 ],[ 513.4828 1240.0394],,[ 519.75244 1237.1262 ],[ 521.8005 1235.5964],[ 519.13855 1253.4531 ],[ 528.9793 1234.2517],[ 520.81177 1226.9551 ],[ 509.54022 1234.2644 ],[ 507.34668 1236.0533 ],[ 509.30508 1236.2034 ],[ 513.1585 1234.9512],[ 508.13684 1232.4631 ],[ 504.12872 1234.0693 ],[ 508.0762 1235.0762],[ 518.55817 1234.3644 ],[ 507.80673 1234.3025 ],[ 511.79544 1234.1061 ],[ 522.13635 1242.2803 ],[ 520.98413 1242.8334 ],[ 523.9585 1236.4153],[ 524.7456 1239.9298],[ 529.59894 1243.5052 ],[ 522.8571 1255.0476],[ 526.31006 1250.8837 ]
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 526.0146 1304.2335],[ 533.37695 1302.6923 ],[ 520.96277 1295.4468 ],[ 524.54126 1301.4954 ],[ 526.60425 1306.6042 ],[ 522.96515 1302.3682 ],[ 520.70355 1306.8009 ],[ 525.3018 1328.1396],[ 523.44543 1318.8602 ],[ 511.47397 1314.7969 ],[ 520.2564 1303.1538],[ 515.2427 1300.1948],[ 529.9866 1289.7719],[ 528.8989 1280.5905],[ 521.2273 1266.9591],[ 513.19617 1265.0813 ],[ 523.8037 1267.9579],[ 526.08856 1283.2552 ],[ 527.01465 1286.0878 ],[ 525.53955 1286.1675 ],[ 530.3316 1287.1224],[ 525.3919 1294.5135],[ 524.5405 1294.4595],[ 521.26154 1292.4923 ],[ 518.64   1290.6267],[ 502.95728 1285.7094 ],[ 498.47244 1287.5591 ],[ 506.3521 1284.3873],[ 500.70865 1283.3386 ],[ 507.07053 1279.5577 ],[ 513.7692 1284.3706],[ 521.8943 1298.1145],[ 535.3774 1304.2893],[ 535.4491 1304.0479],[ 536.2138 1299.1383],[ 529.4733 1308.2067],[ 523.10345 1306.263  ],[ 504.01617 1316.479  ],[ 493.3515 1329.0667],[ 487.69196 1313.1652 ],[ 502.91284 1314.6445 ],[ 493.0486 1325.3264],,,[ 482.9  1313.56],[ 480.4375 1317.2448],[ 483.00995 1315.2538 ],[ 487.52216 1312.4532 ],[ 480.715 1310.32 ],[ 475.19525 1309.7762 ],[ 480.86273 1310.902  ],[ 487.9503 1306.6796],[ 492.73865 1307.6648 ],[ 480.68094 1311.8015 ],[ 477.19623 1312.0868 ],[ 491.60104 1308.5026 ],[ 473.3889 1310.7177],[ 473.62946 1309.8661 ],[ 478.1111 1312.8267],[ 493.86487 1310.5405 ],[ 495.66522 1307.03   ]
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 685.9825 1145.5   ],,,[ 695.77594 1145.0249 ],[ 693.01495 1146.2836 ],[ 697.7059 1148.5817],[ 695.1722 1154.351 ],[ 695.49243 1165.6818 ],[ 692.2014 1158.6547],,,[ 690.4396 1150.967 ],[ 700.0966 1147.6818],[ 699.53503 1138.5223 ],[ 699.16876 1147.7188 ],[ 708.5389 1140.9016],[ 722.1181 1144.0354],[ 715.6158 1143.4039],[ 715.7951 1144.161 ],[ 714.38837 1142.1068 ],[ 721.2228 1142.2228],[ 715.4184 1146.6938],[ 717.0784 1142.5834],[ 714.0464 1142.7423],[ 717.58234 1143.747  ],[ 720.95337 1143.5078 ],[ 718.7789 1144.8125],[ 728.2325 1142.0614],[ 722.2327 1141.7054],[ 726.78644 1134.7291 ],[ 732.4188 1139.3665],[ 726.91364 1140.7607 ],[ 729.2294 1141.19  ],[ 737.1053 1137.386 ],[ 736.9231 1133.8821],[ 730.3152 1144.9883],[ 719.8555 1144.7333],[ 715.5326 1146.0164],[ 726.20996 1164.6409 ],[ 716.35895 1142.6154 ],[ 713.5607 1147.1869],[ 700.4074 1153.3427],[ 706.7108 1132.5542],[ 694.57916 1124.775  ],[ 687.35266 1125.6    ],[ 697.1061 1138.3939],[ 699.27136 1137.5874 ],[ 701.2252 1135.374 ],[ 714.     1139.2935],[ 727.07043 1135.8967 ],[ 730.60266 1136.6205 ],[ 725.29144 1136.1859 ],[ 729.8131 1135.1122],[ 734.1694 1133.6936],[ 748.8674 1137.3469],[ 751.0268 1127.2455],[ 751.0042 1128.1967],[ 732.07117 1135.0068 ],[ 734.39703 1137.5319 ],[ 729.89014 1127.1208 ],[ 732.     1122.8043]
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 761.9186 1207.6046],,,[ 773.24207 1207.6115 ],[ 780.0683 1211.441 ],[ 779.3372 1209.9186],[ 778.804 1212.316],,[ 777.1756 1219.3656],[ 766.4568 1197.963 ],[ 761.53064 1205.932  ],[ 747.8553 1223.7764],,[ 756.5512 1216.7244],[ 762.15924 1206.8917 ],[ 755.8792 1205.792 ],[ 752.0639 1200.0602],[ 741.63275 1199.5454 ],[ 739.8596 1199.8982],[ 737.1224 1198.9441],[ 742.8681 1198.9927],[ 738.6348 1203.6484],[ 738.08453 1200.6948 ],[ 755.2798 1213.5536],[ 753.5208 1210.882 ],[ 761.01874 1212.2375 ],[ 768.5965 1225.6666],[ 775.0194 1221.1554],[ 766.5294 1219.1372],[ 771.48846 1222.65   ],[ 776.0175 1227.114 ],[ 770.55316 1221.3511 ],[ 769.5446 1213.    ],[ 767.3578 1213.5688],[ 767.84875 1210.5967 ],[ 760.3019 1218.9246],[ 766.6068 1214.641 ],[ 761.2542 1212.7373],,[ 763.8182 1210.6694],[ 763.7143 1211.6975],,[ 770.569  1205.3448],,[ 778.1974 1201.8422],[ 783.48596 1207.4019 ],,,,,,,[ 788.9208 1210.8416],[ 793.42523 1209.056  ],[ 787.84296 1203.1736 ],[ 792.2783 1203.6907],[ 790.5192 1202.5337],[ 790.7624 1199.2625],[ 794.845  1205.4341],[ 792.5391 1209.5   ],[ 795.54645 1206.0035 ]
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 744.76416 1201.335  ],[ 751.6332 1200.083 ],,[ 749.7397 1202.5083],[ 750.0763 1210.6868],[ 743.0924 1204.042 ],[ 740.81226 1209.4653 ],,[ 742.5232 1218.1603],[ 745.05   1194.2458],[ 739.2222 1202.181 ],[ 751.4868 1205.2566],[ 739.9845 1201.124 ],[ 741.15625 1194.8203 ],[ 741.7244 1205.9763],[ 738.95276 1201.6812 ],[ 723.9161 1203.6923],[ 716.7692 1201.1641],[ 717.76086 1202.3424 ],[ 719.474 1198.909],[ 725.8172 1200.8978],[ 721.61835 1203.8551 ],[ 720.87317 1199.6293 ],[ 734.52673 1199.206  ],[ 735.7615 1197.7523],[ 746.79456 1202.3411 ],[ 745.81274 1204.506  ],[ 751.61395 1199.0698 ],[ 744.7293 1200.8646],[ 749.0349 1191.8995],[ 754.8876 1198.0078],[ 756.7438 1198.7875],[ 759.7975 1203.8164],[ 758.5096 1205.7389],[ 757.58826 1202.2727 ],[ 749.9783 1213.0598],[ 755.3011 1207.5807],[ 750.92816 1204.4586 ],[ 740.1061 1226.9697],[ 756.14453 1218.6589 ],[ 755.01245 1218.0062 ],[ 763.624 1225.864],[ 773.0958 1223.6677],[ 776.0993 1241.7943],[ 780.54596 1237.3676 ],[ 767.6124 1237.5271],,,[ 772.72394 1236.3854 ],[ 773.5837 1238.4694],[ 778.6889 1239.1422],[ 767.07196 1235.8969 ],[ 772.16907 1236.4711 ],[ 786.48315 1228.163  ],[ 786.1015 1228.3046],[ 783.99524 1226.4641 ],[ 785.1442 1229.1202],[ 777.3713 1236.4851],[ 780.2266 1239.5756],[ 770.4933 1235.4574],[ 772.078  1231.6146]
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[112.69863 366.54794],,[111.46023 366.32956],[117.3879 364.2598],[111.561226 363.40817 ],,,,,[126.58182 352.26364],,,,,,,,,,,,,,[130.12245 335.40817],,,,[136.55814 334.4031 ],[146.9463  330.12082],[152.13475 333.539  ],[143.69862 333.10275],[149.54918 324.5164 ],,,,[148.01575 330.0866 ],,,[140.7561  332.84756],[139.91525 337.28815],[147.05035 344.82013],[136.93259 334.28088],,[138.71053 325.9342 ],[138.33333 330.94287],[145.44849 336.22424],[149.18782 335.4467 ],[137.96835 333.29745],[136.2848 333.8291],[141.9  332.75],[138.71265 335.02875],[141.90698 333.18604],[139.61818 330.9394 ],[138.68965 326.6345 ],,[151.15874 327.1111 ],[148.74475 331.52448],[155.10715 328.92856],[149.85402 328.40875],[152.      323.77777]
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 247.0069 1157.9862],,[ 239.04897 1170.2166 ],[ 252.34021 1172.5979 ],,[ 254.14583 1171.3646 ],[ 258.1    1178.5292],[ 264.20834 1176.6354 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[ 278.3    1334.6666],,[ 286.67957 1330.7072 ],,[ 287.88553 1333.3253 ],,,,[ 288.20398 1326.194  ],[ 284.59692 1331.949  ],[ 275.78  1330.195],,,,[ 275.88953 1326.2441 ],[ 285.15698 1327.7733 ],[ 279.02222 1329.1777 ],[ 282.47513 1330.0221 ],[ 281.6579 1331.4421],[ 283.1551 1334.0963],[ 302.38312 1325.1753 ],[ 302.36365 1321.3636 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
